,id,city_state,name,address,current_opening_hours,business_status,latitude,longitude,weekday_text,viewport,tipologia,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
3284,ChIJlf0jL5EXuAARESsx8R8zovs,Vitória/ES,Cruzeiro do Sul Virtual Grande Vitória UNICSUL Universidade/Faculdade,"Av. Des. Santos Neves, 320 - loja2 - Praia do Canto, Vitória",True,OPERATIONAL,-20.3077468,-40.29473309999999,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.30635927010728, 'lng': -40.29344537010728}, 'southwest': {'lat': -20.30905892989272, 'lng': -40.29614502989272}}",universidade,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,,
3285,ChIJZytEiXEXuAARJfFbxZlX1ws,Vitória/ES,UNOESTE Grande Vitória ES Faculdade/Universidade,"Av. Des. Santos Neves, 325 - LJ 30/1 - Praia do Canto, Vitória",True,OPERATIONAL,-20.3078659,-40.2956124,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.30662192010728, 'lng': -40.29409292010727}, 'southwest': {'lat': -20.30932157989272, 'lng': -40.29679257989272}}",universidade,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,,
3286,ChIJnZh95DMXuAARzUFIDa1Tl0Y,Vitória/ES,Ampli,"R. Odette de Oliveira Lacourt, 740 - Jardim da Penha, Vitória",True,OPERATIONAL,-20.2831079,-40.29224869999999,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","{'northeast': {'lat': -20.28170077010727, 'lng': -40.29083027010728}, 'southwest': {'lat': -20.28440042989272, 'lng': -40.29352992989272}}",universidade,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,
3287,ChIJW3BqEtcXuAARCtTdeh2wL00,Vitória/ES,UVV ON - Polo EAD Vitória (UVV Highline),"R. Atalides Moreira de Souza - Enseada do Suá, Vitória",True,OPERATIONAL,-20.3113113,-40.2918755,"['Monday: 8:30\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20096:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20096:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20096:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20096:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.30992627010728, 'lng': -40.29046557010728}, 'southwest': {'lat': -20.31262592989272, 'lng': -40.29316522989272}}",universidade,08:30 - 12:00,08:30 - 12:00,08:30 - 12:00,08:30 - 12:00,08:30 - 12:00,,
3288,ChIJI_3ifNs9uAARebyzwCrHz6k,Vitória/ES,Prédio Básico I - Ufes,"CCS/UFES - Av. Maruípe - Campus - Universitário, Vitória",True,OPERATIONAL,-20.2979639,-40.3163181,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.29660937010728, 'lng': -40.31497087010727}, 'southwest': {'lat': -20.29930902989272, 'lng': -40.31767052989272}}",universidade,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,,
3289,ChIJWz0YTmY9uAARDWzmrAPlNAw,Vitória/ES,Universidade Federal do Espírito Santo - UFES (Maruípe),"Direção do CCS - Prédio do Centro de Ciências da Saúde, Av. Mal. Campos, 1468 - Maruípe, Vitória",Indisponível,OPERATIONAL,-20.2982196,-40.3164465,Não disponível,"{'northeast': {'lat': -20.29591045, 'lng': -40.31411604999998}, 'southwest': {'lat': -20.29999785, 'lng': -40.31738145000001}}",universidade,,,,,,,
3290,ChIJs_MQlL8ZuAARN9JQO2ZaMW0,Vitória/ES,Escola do e-cidade,"Av. Dante Michelini - Mata da Praia, Vitória",True,OPERATIONAL,-20.2787286,-40.286684,"['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.27739152010728, 'lng': -40.28531892010727}, 'southwest': {'lat': -20.28009117989272, 'lng': -40.28801857989271}}",universidade,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,
3291,ChIJuf7NAk0ZuAARN4XQl0_q0oI,Vitória/ES,Unopar e Anhanguera,"R. Eng. Fábio Ruschi, 161 - 3 E 4 Andar - Bento Ferreira, Vitória",True,OPERATIONAL,-20.3151284,-40.3059302,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.31370247010728, 'lng': -40.30442582010728}, 'southwest': {'lat': -20.31640212989272, 'lng': -40.30712547989273}}",universidade,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,,
3292,ChIJHS6S9_sXuAAR7UTfYdo0Oo4,Vitória/ES,Universidade Federal do Espírito Santo - UFES (campus de Goiabeiras),"Av. Fernando Ferrari, 514 - Goiabeiras, Vitória",True,OPERATIONAL,-20.2769549,-40.3046767,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.2702273, 'lng': -40.29986379999999}, 'southwest': {'lat': -20.28887409999999, 'lng': -40.306281}}",universidade,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,,
3293,ChIJdROhuo8ZuAARKbThtiWl4ho,Vitória/ES,"UNAPI, Universidade Aberta a Pessoa Idosa","Prédio de Departamentos - Av. Fernando Ferrari, 514 - Goiabeiras, Vitória",True,OPERATIONAL,-20.2767542,-40.3053457,"['Monday: 1:00\u2009–\u20095:00\u202fPM', 'Tuesday: 1:00\u2009–\u20095:00\u202fPM', 'Wednesday: 1:00\u2009–\u20095:00\u202fPM', 'Thursday: 1:00\u2009–\u20095:00\u202fPM', 'Friday: 1:00\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.27528917010728, 'lng': -40.30382262010728}, 'southwest': {'lat': -20.27798882989272, 'lng': -40.30652227989273}}",universidade,13:00 - 17:00,13:00 - 17:00,13:00 - 17:00,13:00 - 17:00,13:00 - 17:00,,
3294,ChIJ_eqb5AAYuAARmJRaLxj8Q7A,Vitória/ES,ED. VII,"Goiabeiras, Vitória",True,OPERATIONAL,-20.2765666,-40.30665339999999,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.27510842010728, 'lng': -40.30529852010728}, 'southwest': {'lat': -20.27780807989272, 'lng': -40.30799817989272}}",universidade,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,,
3295,ChIJPQJCIAQYuAARxSo5NYxK9JU,Vitória/ES,Prédio Wallace Corradi Vianna,"R. Sao Jorge - Goiabeiras, Vitória",True,OPERATIONAL,-20.2743447,-40.3036539,"['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.27292212010728, 'lng': -40.30219827010728}, 'southwest': {'lat': -20.27562177989272, 'lng': -40.30489792989273}}",universidade,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,,
3296,ChIJN8Nm3QYYuAARHQd4txqhjV0,Vitória/ES,CT X - Engenharia de Produção,"Goiabeiras, Vitória",True,OPERATIONAL,-20.2737948,-40.3057434,"['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.27257207010728, 'lng': -40.30443967010728}, 'southwest': {'lat': -20.27527172989272, 'lng': -40.30713932989272}}",universidade,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,,
3297,ChIJr43fwG49uAAR2ZGweX70H8A,Vitória/ES,Polo UAB Vitória,"Av. Cel. José Martins de Figueiredo, 45 - 3º Andar - Tabuazeiro, Vitória",True,OPERATIONAL,-20.3003574,-40.3234577,"['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -20.29901847010728, 'lng': -40.32214842010728}, 'southwest': {'lat': -20.30171812989272, 'lng': -40.32484807989272}}",universidade,08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,,
3298,ChIJ61fIQO84J5URsO-h9wtM1Rg,Florianópolis/SC,Salas de Aula Código CCA 101-105,"Rod. Amaro Antônio Viêira - Itacorubi, Florianópolis",Indisponível,OPERATIONAL,-27.5827733,-48.5046896,Não disponível,"{'northeast': {'lat': -27.58147132010728, 'lng': -48.50332607010728}, 'southwest': {'lat': -27.58417097989272, 'lng': -48.50602572989272}}",universidade,,,,,,,
3299,ChIJ17Y7KO84J5URN51DnSBvDug,Florianópolis/SC,Universidade Federal de Santa Catarina - UFSC - Centro de Ciências Agrárias - CCA,"Rod. Admar Gonzaga, 1346 - Itacorubi, Florianópolis",True,OPERATIONAL,-27.5821367,-48.5042803,"['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","{'northeast': {'lat': -27.58075397010728, 'lng': -48.50294552010728}, 'southwest': {'lat': -27.58345362989272, 'lng': -48.50564517989272}}",universidade,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,
3300,ChIJEQmCEu84J5URr2fephq5yl8,Florianópolis/SC,Hidroponia CCA-UFSC,"Rod. Amaro Antônio Viêira - Itacorubi, Florianópolis",False,OPERATIONAL,-27.5828886,-48.5055949,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.58145457010728, 'lng': -48.50428482010728}, 'southwest': {'lat': -27.58415422989272, 'lng': -48.50698447989273}}",universidade,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,,
3301,ChIJ2wtSey05J5URYv2EDqNJ3ls,Florianópolis/SC,LAB LFH,"Itacorubi, Florianópolis",True,OPERATIONAL,-27.5819603,-48.5052499,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.58043577010728, 'lng': -48.50395572010727}, 'southwest': {'lat': -27.58313542989272, 'lng': -48.50665537989271}}",universidade,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,,
3302,ChIJXZp_Bu84J5URhn7370Q7DZU,Florianópolis/SC,Departamento de Fitotecnia CCA - UFSC,"Rod. Amaro Antônio Viêira - Itacorubi, Florianópolis",Indisponível,OPERATIONAL,-27.5823858,-48.5059114,Não disponível,"{'northeast': {'lat': -27.58101452010728, 'lng': -48.50446622010728}, 'southwest': {'lat': -27.58371417989272, 'lng': -48.50716587989272}}",universidade,,,,,,,
3303,ChIJ25QMH-84J5URcFllOWfmmRs,Florianópolis/SC,Science and Food Technology,"Rod. Admar Gonzaga, 1346 - Itacorubi, Florianópolis",True,OPERATIONAL,-27.5817416,-48.5052309,"['Monday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.58031617010728, 'lng': -48.50390517010727}, 'southwest': {'lat': -27.58301582989272, 'lng': -48.50660482989272}}",universidade,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,,
3304,ChIJ34hX_e44J5URTrh4ppc3Voc,Florianópolis/SC,Departamento de Zootecnia e Desenvolvimento Rural CCA-UFSC,"Rod. Admar Gonzaga, 1346 - Itacorubi, Florianópolis",Indisponível,OPERATIONAL,-27.5817846,-48.5055559,Não disponível,"{'northeast': {'lat': -27.58035617010728, 'lng': -48.50413187010727}, 'southwest': {'lat': -27.58305582989272, 'lng': -48.50683152989271}}",universidade,,,,,,,
3305,ChIJX_uvduY4J5URVYM7Zy2og-0,Florianópolis/SC,UDESC - SETIC,"Av. Me. Benvenuta, 2007 - Itacorubi, Florianópolis",True,OPERATIONAL,-27.5849873,-48.503445,"['Monday: 1:00\u2009–\u20097:00\u202fPM', 'Tuesday: 1:00\u2009–\u20097:00\u202fPM', 'Wednesday: 1:00\u2009–\u20097:00\u202fPM', 'Thursday: 1:00\u2009–\u20097:00\u202fPM', 'Friday: 1:00\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.58370442010727, 'lng': -48.50219802010728}, 'southwest': {'lat': -27.58640407989272, 'lng': -48.50489767989273}}",universidade,13:00 - 19:00,13:00 - 19:00,13:00 - 19:00,13:00 - 19:00,13:00 - 19:00,,
3306,ChIJSeOKdeY4J5URCoT7H9P-Gcg,Florianópolis/SC,UDESC - CEAD,"Av. Me. Benvenuta, 2007 - Trindade, Florianópolis",True,OPERATIONAL,-27.5850518,-48.50347300000001,"['Monday: 1:00\u2009–\u20097:00\u202fPM', 'Tuesday: 1:00\u2009–\u20097:00\u202fPM', 'Wednesday: 1:00\u2009–\u20097:00\u202fPM', 'Thursday: 1:00\u2009–\u20097:00\u202fPM', 'Friday: 1:00\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.58374592010727, 'lng': -48.50220577010727}, 'southwest': {'lat': -27.58644557989272, 'lng': -48.50490542989271}}",universidade,13:00 - 19:00,13:00 - 19:00,13:00 - 19:00,13:00 - 19:00,13:00 - 19:00,,
3307,ChIJpycgkeY4J5URpcPfxJo6N-g,Florianópolis/SC,Universidade do Estado de Santa Catarina,"Av. Me. Benvenuta, 2007 - Itacorubi, Florianópolis",Indisponível,OPERATIONAL,-27.5859587,-48.5023714,Não disponível,"{'northeast': {'lat': -27.58468027010728, 'lng': -48.50097777010728}, 'southwest': {'lat': -27.58737992989272, 'lng': -48.50367742989273}}",universidade,,,,,,,
3308,ChIJb_IRvuY4J5URkDQ8Fn4rN5Y,Florianópolis/SC,Centro de Ciências da Administração e Socioeconômicas – ESAG,"Av. Me. Benvenuta, 2037 - Itacorubi, Florianópolis",Indisponível,OPERATIONAL,-27.5860499,-48.5025363,Não disponível,"{'northeast': {'lat': -27.58476697010728, 'lng': -48.50114547010727}, 'southwest': {'lat': -27.58746662989272, 'lng': -48.50384512989271}}",universidade,,,,,,,
3309,ChIJF2YD7-Y4J5URzDJr4VMHycI,Florianópolis/SC,Udesc Esag,"Av. Me. Benvenuta, 2037 - Itacorubi, Florianópolis",True,OPERATIONAL,-27.5858959,-48.5022358,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.58461652010728, 'lng': -48.50084277010728}, 'southwest': {'lat': -27.58731617989272, 'lng': -48.50354242989272}}",universidade,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,
3310,ChIJs8hYGkY5J5URubysHXyahmc,Florianópolis/SC,Academia UDESC,"Servidão Caminho do Pôrto - Itacorubi, Florianópolis",True,OPERATIONAL,-27.5855625,-48.5081739,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.58415937010728, 'lng': -48.50671657010727}, 'southwest': {'lat': -27.58685902989272, 'lng': -48.50941622989271}}",universidade,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,,
3311,ChIJTVHZy_c5J5URQ_oHP3kWYv0,Florianópolis/SC,Nepaq - AQUOS e LABCAI,"Servidão Caminho do Porto Fundos - Itacorubi, Florianópolis",Indisponível,OPERATIONAL,-27.5863695,-48.5085436,Não disponível,"{'northeast': {'lat': -27.58505002010728, 'lng': -48.50719547010728}, 'southwest': {'lat': -27.58774967989272, 'lng': -48.50989512989273}}",universidade,,,,,,,
3312,ChIJIWbxJvA5J5URFKcaNjkTaXg,Florianópolis/SC,Ufsc,"R. Acelon Pachêco da Costa, 231 - Itacorubi, Florianópolis",Indisponível,OPERATIONAL,-27.5795946,-48.5101401,Não disponível,"{'northeast': {'lat': -27.57822817010727, 'lng': -48.50887487010728}, 'southwest': {'lat': -27.58092782989272, 'lng': -48.51157452989273}}",universidade,,,,,,,
3313,ChIJ_____1s4J5UR1bn2DkocSws,Florianópolis/SC,Universidade Brasil Florianópolis,"Av. Me. Benvenuta, 416 - Trindade, Florianópolis",Indisponível,OPERATIONAL,-27.5922993,-48.5171872,Não disponível,"{'northeast': {'lat': -27.59092987010728, 'lng': -48.51577407010727}, 'southwest': {'lat': -27.59362952989272, 'lng': -48.51847372989272}}",universidade,,,,,,,
3314,ChIJwyyQeAE5J5URohAeXDnE_d8,Florianópolis/SC,EQA - UFSC,"Corrego Grande, Florianópolis",True,OPERATIONAL,-27.5993191,-48.514076,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.59795427010728, 'lng': -48.51281462010727}, 'southwest': {'lat': -27.60065392989273, 'lng': -48.51551427989272}}",universidade,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,,
3315,ChIJf6nmXwA5J5URXojT8T6Mxbo,Florianópolis/SC,Technological Center of UFSC,"Campus Universitário Reitor João David Ferreira Lima, R. Delfino Conti, s/n - Trindade, Florianópolis",True,OPERATIONAL,-27.6001269,-48.5170718,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.59869692010728, 'lng': -48.51570342010728}, 'southwest': {'lat': -27.60139657989272, 'lng': -48.51840307989272}}",universidade,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,,
3316,ChIJjerEYZQ5J5UR5qDShNyFqJo,Florianópolis/SC,LAESP,"Carvoeira, Florianópolis",True,OPERATIONAL,-27.6004039,-48.5171518,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.59908477010728, 'lng': -48.51565982010727}, 'southwest': {'lat': -27.60178442989272, 'lng': -48.51835947989272}}",universidade,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,,
3317,ChIJh7SdW1Q4J5UReJrQxIklHHg,Florianópolis/SC,Reitoria 2 da UFSC,"R. Des. Vítor Lima, 222 - Trindade, Florianópolis",True,OPERATIONAL,-27.5970121,-48.5221089,"['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.59574642010728, 'lng': -48.52082622010727}, 'southwest': {'lat': -27.59844607989272, 'lng': -48.52352587989272}}",universidade,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,,
3318,ChIJyyC-lSQ4J5URvQp42iuu1_U,Florianópolis/SC,Farmácia Escola UFSC,"R. Delfino Conti, 100 - Trindade, Florianópolis",True,OPERATIONAL,-27.5982976,-48.519529,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: Closed', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.59702537010728, 'lng': -48.51827117010727}, 'southwest': {'lat': -27.59972502989272, 'lng': -48.52097082989272}}",universidade,08:00 - 18:00,08:00 - 18:00,,08:00 - 18:00,08:00 - 18:00,,
3319,ChIJRSP5FgA5J5URyyARXHN7vCM,Florianópolis/SC,Health Sciences Center,"R. Delfino Conti, S/N - Trindade, Florianópolis",True,OPERATIONAL,-27.5989698,-48.5177106,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -27.59772797010727, 'lng': -48.51648582010727}, 'southwest': {'lat': -27.60042762989272, 'lng': -48.51918547989271}}",universidade,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,
